Opportunity_ID,Last_Modified_Date_opp_days,Quote_Expiry_Date_opp_days,Planned_Delivery_End-Start,Planned_Delivery_Start_Date_acc_days,Planned_Delivery_Start_Date_opp_days
2100,139,33.0,31.0,471,13
2101,139,35.0,10.0,3,3
2102,142,14.0,4.0,14,14
2103,218,43.0,22.0,1136,48
2104,690,31.0,0.0,31,31
2105,138,17.0,72.0,62,62
2106,217,42.0,0.0,1098,9
2107,176,19.0,15.0,70,70
2108,616,42.0,37.0,18,5
2109,616,42.0,37.0,18,5
2110,616,42.0,37.0,18,5
2111,616,42.0,37.0,18,5
2112,137,1.0,0.0,228,16
2113,137,13.0,4.0,26,26
2114,137,31.0,18.0,1094,5
2115,137,32.0,25.0,0,5
2116,179,187.0,26.0,126,126
2117,136,41.0,1.0,578,123
2118,136,18.0,0.0,246,33
2119,781,10.0,22.0,20,0
2120,139,57.0,26.0,110,137
2121,323,169.0,157.0,657,361
2122,136,14.0,8.0,239,56
2123,136,14.0,11.0,243,60
2124,136,30.0,60.0,116,81
2125,141,82.0,11.0,1161,165
2126,136,84.0,38.0,319,123
2127,136,14.0,11.0,966,81
2128,135,40.0,30.0,185,10
2130,135,40.0,30.0,1033,10
2131,135,52.0,48.0,254,71
2132,134,29.0,22.0,1094,2
2133,214,29.0,0.0,1138,72
2134,132,1.0,0.0,464,2
2135,140,159.0,15.0,274,113
2136,132,30.0,14.0,1129,35
2137,131,34.0,0.0,1137,42
2138,131,0.0,0.0,466,3
2139,131,0.0,0.0,472,9
2140,131,31.0,30.0,185,6
2141,286,52.0,21.0,1295,251
2142,301,52.0,21.0,1295,251
2143,131,36.0,19.0,44,6
2144,131,30.0,30.0,112,112
2145,139,52.0,0.0,189,189
2146,139,66.0,4.0,62,62
2147,131,36.0,4.0,1108,13
2148,668,91.0,15.0,1269,174
2149,234,52.0,0.0,529,66
2150,234,52.0,0.0,529,66
2151,234,52.0,0.0,529,66
2152,234,52.0,0.0,529,66
2153,131,22.0,0.0,493,30
2154,131,8.0,5.0,1085,51
2155,668,56.0,7.0,1153,58
2156,668,14.0,7.0,1153,58
2157,668,14.0,7.0,1153,58
2158,131,52.0,70.0,1182,87
2159,131,66.0,10.0,20,20
2160,130,8.0,6.0,833,57
2161,130,7.0,5.0,197,44
2162,130,65.0,90.0,611,248
2163,130,30.0,30.0,1136,66
2164,130,0.0,0.0,221,2
2165,216,126.0,121.0,340,340
2166,129,68.0,29.0,145,145
2167,209,34.0,0.0,1153,56
2168,680,30.0,0.0,55,45
2169,128,52.0,0.0,1176,78
2170,238,63.0,25.0,1157,59
2171,128,63.0,16.0,290,17
2172,128,63.0,16.0,290,17
2173,128,60.0,0.0,535,69
2174,231,52.0,0.0,529,63
2175,231,52.0,0.0,529,63
2176,231,52.0,0.0,529,63
2177,231,52.0,0.0,529,63
2178,231,52.0,0.0,529,63
2179,231,52.0,0.0,529,63
2180,128,30.0,0.0,952,52
2181,128,33.0,49.0,541,65
2182,192,118.0,34.0,643,167
2183,719,30.0,4.0,38,38
2184,127,88.0,14.0,77,33
2185,127,52.0,4.0,104,79
2186,127,36.0,22.0,1101,2
2187,125,30.0,12.0,682,0
2188,125,3.0,26.0,140,3
2189,125,25.0,28.0,1133,32
2190,125,2.0,11.0,906,10
2191,125,8.0,11.0,1185,84
2192,124,1.0,6.0,1085,23
2193,124,29.0,4.0,578,111
2194,124,59.0,0.0,1068,24
2195,124,71.0,0.0,497,85
2196,204,29.0,0.0,1118,16
2197,123,43.0,6.0,1113,50
2198,123,6.0,0.0,68,19
2199,123,58.0,8.0,804,1
2200,123,7.0,9.0,802,19
2201,189,189.0,0.0,683,191
2202,253,58.0,4.0,55,12
2203,203,331.0,41.0,673,259
2204,202,27.0,0.0,1126,22
2205,122,118.0,19.0,677,130
2206,122,57.0,0.0,1060,14
2207,122,27.0,8.0,685,0
2208,122,7.0,0.0,434,19
2209,122,7.0,0.0,441,26
2210,121,26.0,2.0,433,26
2211,121,26.0,7.0,1144,39
2212,121,3.0,0.0,242,14
2214,121,68.0,0.0,102,102
2215,326,52.0,0.0,328,328
2216,129,87.0,20.0,602,88
2217,276,199.0,59.0,240,240
2218,121,43.0,16.0,1115,10
2219,121,14.0,0.0,526,32
2220,157,22.0,22.0,210,43
2221,157,35.0,35.0,246,79
2222,157,35.0,27.0,246,79
2223,157,35.0,28.0,210,43
2224,118,23.0,22.0,1107,0
2225,118,23.0,0.0,1111,4
2227,294,295.0,0.0,399,399
2228,118,0.0,0.0,1059,9
2229,739,31.0,4.0,1122,14
2230,236,326.0,355.0,455,245
2231,703,29.0,0.0,1212,129
2232,117,29.0,0.0,1175,66
2233,117,29.0,0.0,1182,73
2234,117,29.0,0.0,1189,80
2235,128,52.0,0.0,560,83
2236,117,52.0,0.0,560,83
2237,128,52.0,0.0,560,83
2238,128,52.0,0.0,560,83
2239,128,52.0,0.0,560,83
2240,128,52.0,0.0,560,83
2241,128,52.0,0.0,560,83
2242,128,52.0,0.0,560,83
2243,128,52.0,0.0,560,83
2244,117,52.0,12.0,713,13
2245,374,356.0,58.0,622,433
2246,496,234.0,32.0,573,384
2247,496,234.0,39.0,566,377
2248,117,32.0,0.0,203,14
2249,116,51.0,12.0,210,12
2250,116,30.0,22.0,1131,22
2251,116,30.0,22.0,1131,22
2252,116,30.0,21.0,1139,30
2253,116,30.0,28.0,1132,23
2254,116,0.0,0.0,1072,20
2255,116,51.0,21.0,37,37
2256,159,159.0,0.0,640,162
2257,127,52.0,0.0,560,82
2258,127,52.0,0.0,560,82
2259,127,52.0,0.0,560,82
2260,119,72.0,11.0,363,103
2261,127,52.0,0.0,560,82
2262,116,14.0,30.0,83,83
2263,116,2.0,13.0,1076,52
2264,116,9.0,13.0,1076,52
2265,116,9.0,13.0,1076,52
2266,116,9.0,0.0,532,33
2267,120,50.0,46.0,479,32
2268,115,32.0,0.0,422,20
2269,115,20.0,4.0,4,4
2270,115,81.0,12.0,1109,66
2271,115,81.0,18.0,1103,60
2272,115,81.0,4.0,1096,53
2273,115,50.0,9.0,70,11
2274,115,5.0,0.0,1119,8
2275,339,342.0,3.0,340,339
2276,114,30.0,22.0,482,3
2277,114,34.0,4.0,1124,38
2278,194,30.0,4.0,1115,3
2279,182,165.0,164.0,150,150
2280,114,0.0,18.0,1071,45
2281,114,14.0,18.0,1035,17
2282,114,94.0,0.0,1181,94
2283,114,94.0,4.0,1258,171
2284,114,75.0,21.0,653,160
2285,111,65.0,0.0,1127,63
2286,111,16.0,2.0,14,14
2287,110,30.0,25.0,75,20
2288,110,24.0,27.0,46,46
2289,110,24.0,25.0,69,69
2290,110,3.0,11.0,1122,6
2291,653,29.0,49.0,857,233
2292,114,35.0,90.0,167,105
2293,169,169.0,0.0,56,-184
2294,109,96.0,0.0,348,108
2295,109,30.0,4.0,297,5
2296,109,44.0,4.0,325,33
2297,109,44.0,3.0,189,6
2298,109,44.0,3.0,189,6
2299,109,14.0,0.0,613,6
2300,109,44.0,3.0,189,6
2301,109,9.0,18.0,1136,19
2302,109,31.0,18.0,1164,47
2303,109,68.0,51.0,139,76
2304,587,13.0,4.0,53,11
2305,108,13.0,9.0,703,4
2306,108,30.0,36.0,1137,19
2307,186,52.0,18.0,86,86
2308,217,103.0,25.0,1346,227
2309,107,52.0,91.0,921,43
2310,107,29.0,0.0,1161,42
2311,107,29.0,0.0,1161,42
2312,107,29.0,0.0,1140,21
2313,107,12.0,3.0,6,4
2314,107,33.0,63.0,108,10
2315,107,42.0,0.0,642,33
2316,107,66.0,0.0,1185,66
2317,107,66.0,18.0,1297,178
2318,474,72.0,116.0,1593,499
2319,732,52.0,0.0,100,100
2320,284,52.0,0.0,485,404
2321,104,30.0,3.0,318,7
2322,254,242.0,7.0,231,231
2323,732,52.0,8.0,-48,39
2324,137,52.0,2.0,594,493
2325,206,52.0,10.0,419,234
2326,143,9.0,9.0,1111,29
2327,156,165.0,4.0,426,175
2328,104,67.0,0.0,510,91
2329,104,54.0,11.0,1150,28
2330,305,252.0,30.0,1250,344
2331,103,34.0,0.0,297,51
2332,103,6.0,0.0,504,13
2333,102,52.0,19.0,1226,102
2334,102,37.0,0.0,496,7
2335,581,37.0,7.0,48,0
2336,102,7.0,0.0,526,13
2337,141,6.0,4.0,647,12
2338,102,52.0,45.0,1047,69
2339,101,30.0,1.0,1125,0
2341,101,35.0,4.0,388,74
2342,379,52.0,0.0,802,309
2343,379,52.0,0.0,802,309
2344,112,52.0,0.0,590,97
2345,112,52.0,0.0,590,97
2346,112,52.0,0.0,590,97
2347,312,36.0,5.0,7,7
2348,139,52.0,46.0,1262,137
2349,175,179.0,217.0,1307,207
2350,140,6.0,9.0,1111,26
2351,100,35.0,0.0,1093,25
2352,100,35.0,0.0,1103,35
2353,100,35.0,0.0,1093,25
2354,100,35.0,0.0,1093,25
2355,100,35.0,0.0,1103,35
2356,100,30.0,0.0,795,31
2357,100,30.0,0.0,795,31
2358,100,30.0,0.0,795,31
2359,100,30.0,0.0,795,31
2360,100,30.0,0.0,795,31
2361,100,30.0,0.0,795,31
2362,115,33.0,4.0,1135,10
2363,100,33.0,21.0,14,14
2364,100,62.0,11.0,1178,52
2365,314,35.0,8.0,136,6
2366,100,4.0,0.0,1133,7
2367,97,32.0,3.0,319,15
2368,97,32.0,11.0,325,21
2369,97,36.0,4.0,56,56
2370,232,52.0,30.0,1374,245
2371,97,11.0,9.0,1050,7
2372,97,31.0,39.0,411,196
2373,96,62.0,17.0,168,63
2374,440,52.0,31.0,396,396
2375,149,123.0,59.0,154,154
2376,135,6.0,8.0,1143,13
2377,96,52.0,29.0,115,2
2378,96,52.0,8.0,1104,0
2379,245,178.0,25.0,1330,279
2380,96,6.0,4.0,1042,6
2381,95,61.0,0.0,1179,48
2382,105,33.0,6.0,245,57
2383,95,9.0,0.0,129,26
2384,95,29.0,30.0,1162,31
2385,95,7.0,0.0,1196,65
2386,95,29.0,4.0,1136,5
2387,95,29.0,29.0,1132,1
2388,95,30.0,0.0,466,41
2389,95,30.0,15.0,1064,1
2390,277,99.0,28.0,306,306
2391,201,61.0,61.0,280,61
2392,95,61.0,59.0,153,153
2393,95,122.0,275.0,212,212
2394,180,91.0,89.0,445,153
2395,106,91.0,59.0,153,153
2396,105,107.0,0.0,323,112
2397,103,122.0,30.0,593,123
2398,103,122.0,29.0,683,213
2399,770,577.0,91.0,669,669
2401,212,395.0,29.0,1081,366
2402,216,395.0,30.0,1111,396
2403,411,52.0,15.0,349,349
2405,685,31.0,4.0,38,4
2406,94,30.0,0.0,999,46
2411,102,52.0,122.0,279,242
2412,102,52.0,30.0,208,181
2413,94,0.0,0.0,511,11
2414,94,13.0,0.0,513,13
2415,94,30.0,60.0,30,30
2416,94,0.0,0.0,262,7
2417,94,0.0,0.0,262,7
2418,94,29.0,15.0,961,14
2419,308,30.0,18.0,140,4
2420,308,30.0,18.0,140,4
2421,197,151.0,25.0,213,213
2422,93,28.0,15.0,94,0
2423,105,52.0,32.0,237,237
2424,194,52.0,27.0,194,194
2425,273,52.0,30.0,726,271
2427,143,52.0,28.0,124,124
2428,178,52.0,46.0,196,133
2429,721,238.0,0.0,654,332
2430,181,52.0,13.0,166,166
2431,143,52.0,28.0,193,193
2432,93,30.0,25.0,1136,3
2433,171,29.0,0.0,1140,5
2434,90,16.0,0.0,269,10
2435,90,25.0,15.0,79,10
2436,90,56.0,9.0,95,26
2437,165,117.0,14.0,126,57
2438,129,7.0,7.0,1153,17
2439,409,106.0,71.0,1042,189
2440,89,24.0,22.0,75,75
2441,89,116.0,12.0,1126,57
2442,89,116.0,20.0,1125,56
2443,89,116.0,4.0,1096,27
2444,339,24.0,2.0,6,0
2445,89,6.0,0.0,454,6
2446,94,73.0,4.0,532,118
2447,89,52.0,25.0,1164,27
2448,419,328.0,4.0,388,279
2449,169,116.0,36.0,1276,139
2450,127,5.0,6.0,988,15
2451,679,29.0,4.0,45,5
2452,300,52.0,30.0,713,236
2453,168,23.0,0.0,1146,8
2454,88,29.0,0.0,552,47
2455,281,296.0,29.0,224,359
2456,91,14.0,32.0,276,40
2457,344,345.0,29.0,1558,420
2458,131,52.0,32.0,1255,117
2459,103,113.0,4.0,552,158
2460,126,4.0,3.0,992,18
2461,198,173.0,25.0,615,221
2462,167,53.0,1.0,1185,46
2463,133,123.0,35.0,1290,151
2464,249,250.0,14.0,1346,207
2465,87,30.0,4.0,1143,4
2466,131,52.0,266.0,1332,193
2467,86,29.0,28.0,1311,171
2468,229,208.0,18.0,1388,248
2469,86,52.0,18.0,1143,3
2470,167,184.0,0.0,177,177
2471,83,1.0,0.0,513,2
2472,83,32.0,11.0,49,49
2473,83,14.0,3.0,1157,14
2474,82,78.0,10.0,32,32
2475,82,78.0,10.0,32,32
2476,82,78.0,10.0,32,32
2477,82,78.0,10.0,32,32
2478,82,78.0,16.0,93,93
2479,82,45.0,0.0,1131,45
2480,82,52.0,32.0,1178,34
2481,82,27.0,10.0,1131,27
2482,82,13.0,8.0,1139,35
2483,162,17.0,29.0,1193,49
2484,81,16.0,0.0,16,16
2485,120,121.0,29.0,212,103
2486,81,52.0,0.0,47,47
2487,117,139.0,16.0,31,31
2488,81,42.0,1.0,83,83
2489,201,226.0,3.0,312,278
2490,81,108.0,29.0,48,48
2491,81,65.0,14.0,772,58
2492,81,14.0,13.0,1179,34
2493,625,32.0,14.0,93,93
2494,449,346.0,33.0,1217,404
2495,80,15.0,0.0,682,46
2496,80,107.0,0.0,692,56
2497,80,107.0,0.0,692,56
2498,181,197.0,47.0,91,91
2499,80,52.0,14.0,13,13
2500,119,13.0,2.0,994,13
2501,190,105.0,7.0,166,166
2502,181,199.0,25.0,262,262
2503,79,14.0,11.0,731,3
2504,79,14.0,11.0,3,3
2506,220,105.0,122.0,1146,197
2507,79,106.0,14.0,76,76
2508,79,7.0,4.0,1071,10
2509,115,73.0,46.0,616,241
2512,153,121.0,46.0,1297,150
2513,79,3.0,0.0,464,6
2514,115,49.0,10.0,908,81
2515,384,52.0,28.0,1437,290
2516,215,225.0,2.0,969,254
2517,76,30.0,4.0,241,7
2518,76,30.0,0.0,219,28
2519,76,9.0,8.0,21,21
2520,76,17.0,18.0,794,42
2521,76,2.0,4.0,1164,14
2522,114,22.0,21.0,126,126
2523,75,29.0,0.0,1128,3
2524,80,101.0,46.0,542,55
2525,214,101.0,4.0,676,223
2526,276,101.0,29.0,42,42
2527,75,41.0,46.0,1207,56
2528,627,30.0,1.0,10,6
2529,75,41.0,122.0,499,141
2530,88,41.0,89.0,461,103
2531,75,102.0,29.0,792,42
2532,75,20.0,18.0,123,48
2533,75,6.0,4.0,1063,6
2534,75,16.0,4.0,865,34
2535,76,3.0,18.0,1179,174
2536,80,100.0,179.0,1229,103
2537,74,93.0,2.0,165,68
2538,74,44.0,17.0,41,41
2539,74,52.0,30.0,650,55
2540,74,40.0,9.0,327,0
2541,74,0.0,0.0,549,29
2542,74,0.0,0.0,549,29
2544,74,2.0,0.0,1099,5
2545,288,101.0,29.0,197,41
2546,74,70.0,15.0,175,55
2547,400,160.0,15.0,175,55
2548,74,7.0,0.0,143,19
2549,300,374.0,29.0,263,345
2550,74,35.0,0.0,153,29
2551,74,19.0,415.0,131,48
2552,73,29.0,30.0,9,9
2553,659,52.0,14.0,1287,160
2554,73,34.0,2.0,109,11
2555,73,8.0,29.0,1193,40
2556,73,8.0,29.0,1193,40
2557,140,30.0,27.0,1259,132
2558,73,30.0,4.0,1157,4
2559,303,190.0,30.0,388,221
2560,109,31.0,6.0,33,26
2561,72,99.0,18.0,1325,171
2562,398,250.0,1.0,409,402
2564,82,17.0,14.0,62,62
2565,72,7.0,29.0,560,39
2566,72,7.0,8.0,520,-1
2567,72,3.0,0.0,290,13
2568,258,154.0,88.0,1437,283
2569,626,52.0,4.0,10,10
2570,279,189.0,58.0,131,131
2571,69,14.0,8.0,397,16
2573,69,1.0,0.0,282,2
2574,69,30.0,0.0,35,4
2575,170,-250.0,14.0,340,133
2576,69,14.0,3.0,294,8
2577,138,119.0,336.0,112,112
2578,388,87.0,52.0,1000,126
2579,119,23.0,5.0,123,42
2580,294,96.0,29.0,140,36
2581,149,47.0,29.0,1193,36
2582,197,35.0,91.0,309,309
2583,621,31.0,28.0,132,7
2584,620,30.0,28.0,97,97
2585,148,64.0,0.0,1185,27
2586,148,64.0,0.0,1171,13
2587,470,64.0,9.0,468,55
2589,68,0.0,0.0,311,30
2590,68,30.0,7.0,348,1
2591,104,185.0,15.0,97,34
2592,68,31.0,7.0,3,3
2593,68,1.0,0.0,1122,22
2594,68,1.0,0.0,1106,6
2595,78,10.0,18.0,1199,41
2596,68,17.0,46.0,335,48
2597,68,3.0,3.0,11,0
2598,79,52.0,0.0,621,95
2599,79,52.0,0.0,621,95
2600,171,52.0,0.0,711,185
2601,171,52.0,0.0,711,185
2602,171,52.0,0.0,711,185
2603,79,52.0,0.0,621,95
2604,171,52.0,0.0,711,185
2605,358,277.0,2.0,849,302
2606,72,93.0,17.0,495,34
2607,67,31.0,14.0,1096,5
2608,67,33.0,30.0,533,3
2609,71,83.0,0.0,281,142
2610,67,7.0,11.0,901,19
2611,658,52.0,77.0,107,107
2612,144,249.0,0.0,405,277
2613,66,1.0,4.0,538,11
2614,77,52.0,0.0,621,93
2615,66,29.0,0.0,584,56
2616,169,52.0,0.0,711,183
2617,77,52.0,0.0,621,93
2618,77,52.0,0.0,621,93
2619,169,52.0,0.0,711,183
2620,66,18.0,0.0,562,34
2621,66,18.0,0.0,553,25
2622,66,30.0,30.0,3,2
2623,66,36.0,18.0,1171,11
2624,66,52.0,18.0,1206,46
2625,66,93.0,21.0,1207,48
2626,95,82.0,0.0,686,137
2627,66,31.0,5.0,1168,8
2628,75,52.0,18.0,1220,60
2629,146,1.0,0.0,1160,0
2630,66,62.0,1.0,130,60
2631,145,27.0,0.0,1164,3
2632,145,27.0,0.0,1164,3
2633,65,52.0,0.0,584,55
2634,76,52.0,0.0,621,92
2635,539,52.0,118.0,338,338
2636,70,52.0,92.0,365,365
2637,65,92.0,11.0,745,3
2638,65,92.0,11.0,745,3
2639,65,44.0,14.0,1182,21
2640,165,82.0,30.0,1313,152
2641,75,182.0,42.0,245,124
2642,101,12.0,8.0,47,47
2643,69,13.0,23.0,1178,17
2646,144,60.0,0.0,1185,23
2647,62,27.0,4.0,40,7
2648,142,25.0,0.0,1171,7
2649,141,30.0,0.0,1168,3
2650,61,30.0,29.0,560,28
2651,61,30.0,16.0,111,1
2652,61,30.0,9.0,111,1
2653,62,57.0,0.0,1241,76
2654,61,1.0,0.0,535,2
2655,167,124.0,31.0,91,57
2656,61,41.0,0.0,988,21
2657,61,30.0,4.0,1171,6
2658,126,129.0,88.0,181,181
2659,127,143.0,88.0,1346,181
2660,140,23.0,0.0,1185,19
2661,612,52.0,24.0,161,27
2662,60,87.0,8.0,769,12
2663,60,26.0,0.0,507,47
2664,60,6.0,0.0,303,14
2665,247,230.0,15.0,1435,269
2666,162,146.0,4.0,1353,187
2667,100,29.0,21.0,121,120
2668,75,85.0,0.0,613,81
2669,59,102.0,144.0,349,214
2670,59,86.0,11.0,1131,32
2671,59,86.0,11.0,1166,67
2672,59,14.0,0.0,187,48
2673,59,86.0,31.0,593,55
2674,70,86.0,31.0,329,55
2675,70,86.0,31.0,329,55
2676,144,86.0,59.0,391,117
2677,144,86.0,59.0,391,117
2678,112,176.0,59.0,445,117
2679,144,176.0,59.0,445,117
2680,144,176.0,59.0,445,117
2681,165,176.0,61.0,534,206
2682,112,206.0,61.0,534,206
2683,160,176.0,91.0,504,176
2684,160,206.0,91.0,504,176
2685,165,206.0,61.0,534,206
2686,144,145.0,59.0,445,117
2687,144,117.0,28.0,445,117
2688,160,206.0,91.0,504,176
2689,112,117.0,59.0,154,117
2690,112,86.0,61.0,182,145
2692,361,295.0,88.0,1650,483
2693,95,20.0,8.0,67,67
2694,138,54.0,0.0,1220,52
2695,138,84.0,32.0,1234,66
2696,138,24.0,20.0,1167,25
2697,264,251.0,0.0,28,264
2698,127,52.0,60.0,1374,206
2699,511,238.0,58.0,1285,117
2700,536,358.0,58.0,1650,482
2701,536,238.0,58.0,1650,482
2702,58,85.0,0.0,1131,21
2703,58,85.0,0.0,1131,21
2704,58,85.0,0.0,1131,21
2705,58,85.0,0.0,1131,21
2706,58,4.0,0.0,1124,14
2707,159,105.0,3.0,1299,171
2708,58,30.0,0.0,1178,10
2709,58,54.0,11.0,1227,59
2710,377,370.0,18.0,1598,430
2711,439,424.0,0.0,1696,528
2712,216,224.0,32.0,901,350
2713,485,413.0,25.0,1090,539
2714,252,263.0,35.0,887,336
2715,340,287.0,0.0,1258,266
2716,406,158.0,34.0,517,217
2717,55,31.0,9.0,1213,42
2718,91,49.0,10.0,564,97
2719,212,102.0,39.0,1360,189
2720,54,20.0,0.0,1178,6
2721,54,30.0,5.0,1173,1
2722,134,80.0,18.0,1241,69
2723,134,20.0,0.0,1185,13
2724,120,49.0,89.0,93,81
2725,98,79.0,72.0,908,159
2726,53,31.0,5.0,878,5
2727,53,31.0,38.0,61,61
2728,124,140.0,28.0,40,40
2729,384,261.0,0.0,348,286
2730,124,170.0,30.0,140,140
2731,53,30.0,4.0,1199,26
2732,92,12.0,3.0,880,27
2733,605,52.0,35.0,408,408
2734,53,30.0,7.0,300,5
2735,337,52.0,14.0,256,33
2736,141,52.0,35.0,301,173
2737,225,230.0,0.0,441,313
2738,132,18.0,30.0,888,-286
2739,132,18.0,28.0,919,-255
2740,132,79.0,30.0,948,-226
2741,132,79.0,29.0,979,-195
2742,132,79.0,30.0,1009,-165
2743,132,79.0,29.0,1040,-134
2744,132,79.0,29.0,1070,-104
2745,132,79.0,29.0,1101,-73
2746,132,79.0,29.0,1132,-42
2747,132,79.0,30.0,1162,-12
2748,544,809.0,364.0,1216,810
2749,182,113.0,8.0,527,231
2750,52,48.0,7.0,1188,29
2751,52,79.0,14.0,759,4
2752,78,79.0,14.0,759,4
2753,266,79.0,29.0,197,19
2754,125,70.0,11.0,438,158
2755,52,79.0,14.0,759,4
2756,57,15.0,18.0,599,74
2757,52,43.0,24.0,25,24
2758,91,52.0,395.0,-104,-104
2759,54,69.0,41.0,38,38
2760,88,52.0,30.0,49,49
2761,52,13.0,11.0,1112,32
2762,52,15.0,11.0,1112,32
2763,132,56.0,42.0,1203,29
2764,603,52.0,16.0,138,138
2766,51,17.0,39.0,545,3
2767,51,47.0,14.0,48,48
2768,51,35.0,11.0,326,24
2769,51,7.0,0.0,265,10
2770,51,32.0,8.0,539,54
2771,180,157.0,11.0,178,178
2772,94,119.0,25.0,171,171
2773,258,77.0,11.0,305,184
2774,130,6.0,0.0,1180,4
2775,86,13.0,20.0,271,38
2776,60,11.0,6.0,257,24
2777,60,6.0,7.0,257,24
2778,89,6.0,7.0,1036,25
2779,86,31.0,10.0,87,87
2780,86,31.0,13.0,95,95
2781,50,46.0,13.0,793,18
2782,48,74.0,10.0,1104,29
2783,48,74.0,11.0,1124,49
2784,48,2.0,0.0,548,2
2785,48,0.0,0.0,550,4
2786,48,0.0,0.0,553,7
2787,48,0.0,0.0,567,21
2788,101,61.0,184.0,256,256
2789,48,0.0,0.0,574,28
2790,154,75.0,91.0,288,288
2791,48,34.0,8.0,1177,0
2792,48,34.0,4.0,1184,7
2793,259,165.0,14.0,129,76
2794,119,165.0,30.0,135,135
2795,79,109.0,15.0,1269,91
2796,48,42.0,8.0,1182,44
2797,79,31.0,11.0,84,84
2798,58,4.0,7.0,251,16
2799,87,11.0,10.0,1059,46
2800,64,111.0,0.0,1318,139
2801,47,43.0,12.0,21,1
2802,47,43.0,13.0,20,0
2803,47,74.0,74.0,263,0
2804,64,23.0,16.0,335,27
2805,237,192.0,29.0,226,226
2806,47,58.0,10.0,711,33
2807,86,74.0,51.0,54,54
2808,83,52.0,63.0,70,70
2809,86,7.0,13.0,1029,15
2810,633,30.0,25.0,1320,167
2811,56,7.0,10.0,1206,26
2812,46,2.0,13.0,1189,9
2813,85,6.0,28.0,1176,96
2814,46,29.0,4.0,1185,5
2815,46,11.0,2.0,49,0
2816,47,42.0,13.0,119,119
2817,46,42.0,12.0,31,30
2818,46,30.0,14.0,13,13
2819,46,12.0,11.0,13,13
2820,85,57.0,9.0,1048,33
2821,46,36.0,15.0,13,13
2822,55,6.0,7.0,1207,26
2823,45,11.0,29.0,560,12
2824,45,72.0,19.0,825,53
2825,631,52.0,35.0,1348,193
2826,221,52.0,59.0,1437,256
2827,124,14.0,0.0,1185,3
2828,102,29.0,89.0,211,72
2829,44,40.0,4.0,34,10
2830,322,52.0,0.0,711,161
2831,44,41.0,25.0,45,45
2832,44,40.0,4.0,34,10
2833,322,52.0,0.0,711,161
2834,76,52.0,0.0,711,161
2835,147,52.0,0.0,711,161
2836,52,55.0,0.0,114,114
2837,143,30.0,0.0,139,52
2838,44,3.0,3.0,1189,7
2839,44,35.0,11.0,1199,17
2840,44,30.0,9.0,650,31
2841,44,71.0,0.0,1152,28
2842,44,14.0,11.0,1199,17
2843,44,7.0,0.0,1189,7
2844,44,7.0,7.0,13,13
2845,44,6.0,6.0,1133,12
2847,123,70.0,1.0,1206,23
2848,142,100.0,0.0,142,142
2849,41,0.0,0.0,1128,1
2850,58,7.0,30.0,18,18
2851,41,23.0,0.0,331,23
2852,65,65.0,0.0,407,99
2853,41,28.0,0.0,343,35
2854,81,52.0,15.0,1223,38
2855,50,21.0,7.0,1234,48
2856,40,10.0,4.0,270,27
2857,40,10.0,4.0,270,27
2858,120,30.0,0.0,1201,41
2859,46,67.0,81.0,627,76
2860,151,67.0,119.0,711,160
2861,120,66.0,88.0,1255,69
2862,497,314.0,0.0,661,524
2863,769,552.0,116.0,906,769
2864,468,517.0,0.0,661,524
2865,468,496.0,0.0,661,524
2866,769,552.0,109.0,906,769
2867,769,594.0,73.0,941,804
2868,769,468.0,80.0,906,769
2869,769,566.0,88.0,962,825
2870,359,49.0,3.0,178,76
2871,359,49.0,0.0,186,84
2872,149,164.0,4.0,1339,153
2873,40,52.0,39.0,1206,20
2874,49,52.0,6.0,1160,14
2875,631,52.0,4.0,115,27
2876,630,29.0,7.0,161,72
2877,309,47.0,21.0,1378,432
2878,174,173.0,14.0,1329,383
2879,107,66.0,4.0,236,236
2880,119,10.0,0.0,1200,13
2881,625,52.0,21.0,1261,100
2882,39,15.0,28.0,22,22
2883,39,65.0,10.0,1139,55
2884,149,119.0,0.0,672,175
2885,335,29.0,7.0,237,81
2886,118,29.0,29.0,237,5
2887,118,29.0,29.0,237,5
2888,75,96.0,4.0,81,81
2889,38,29.0,0.0,563,8
2890,118,29.0,0.0,1192,4
2891,38,1.0,0.0,560,4
2892,38,1.0,0.0,560,4
2893,252,65.0,14.0,197,5
2894,252,65.0,14.0,197,5
2895,38,6.0,22.0,995,12
2896,38,30.0,4.0,1220,32
2897,117,123.0,0.0,144,144
2898,119,155.0,30.0,66,66
2899,119,155.0,27.0,97,97
2900,90,155.0,19.0,245,71
2901,38,30.0,4.0,1192,4
2902,38,17.0,10.0,1193,5
2903,77,49.0,3.0,1076,53
2904,238,7.0,0.0,43,5
2905,37,30.0,11.0,1191,3
2906,37,3.0,0.0,568,11
2907,37,33.0,0.0,1155,17
2909,73,95.0,9.0,73,73
2910,244,226.0,11.0,391,233
2911,147,153.0,30.0,776,276
2912,69,62.0,4.0,913,156
2913,116,27.0,30.0,298,64
2914,116,26.0,0.0,1208,44
2915,34,1.0,0.0,564,4
2916,34,61.0,0.0,1162,28
2917,34,61.0,0.0,1169,35
2918,34,61.0,0.0,1162,28
2919,86,25.0,3.0,157,70
2920,34,18.0,11.0,483,14
2921,122,119.0,10.0,1292,139
2922,33,29.0,29.0,1193,0
2923,113,3.0,0.0,1196,3
2924,580,52.0,0.0,606,606
